country,year,emp_to_pop,fertility_rate,flfpr,gdp_capita_const,gini_index,net_migration,total_population
USA,1961,,3.62,,19019.4652460385,,580333.0,183691000.0
USA,1962,,3.461,,19877.215292714,,625617.0,186538000.0
USA,1963,,3.319,,20446.9297323947,36.7,639495.0,189242000.0
USA,1964,,3.19,,21326.9266882957,37.4,618635.0,191889000.0
USA,1965,,2.913,,22430.6652310647,36.8,644902.0,194303000.0
USA,1966,,2.721,,23635.4971627863,37.1,637692.0,196560000.0
USA,1967,,2.558,,24020.7533179974,36.9,585410.0,198712000.0
USA,1968,,2.464,,24950.882784753,36.3,594514.0,200706000.0
USA,1969,,2.456,,25479.7488035953,36.0,523740.0,202677000.0
USA,1970,,2.48,,25231.1271568518,36.6,744902.0,205052000.0
USA,1971,,2.266,,25734.4828326397,36.9,833549.0,207661000.0
USA,1972,,2.01,,26798.5336088951,36.7,833543.0,209896000.0
USA,1973,,1.879,,28042.5519161983,36.1,783163.0,211909000.0
USA,1974,,1.835,,27637.2997739418,35.5,706978.0,213854000.0
USA,1975,,1.774,,27309.8688161152,35.6,655078.0,215973000.0
USA,1976,,1.738,,28509.143056991,35.6,635590.0,218035000.0
USA,1977,,1.79,,29528.9663680223,35.5,577060.0,220239000.0
USA,1978,,1.76,,30834.99923167,34.8,556521.0,222585000.0
USA,1979,,1.808,,31462.1003883959,34.8,503559.0,225055000.0
USA,1980,,1.8395,,31081.62163338,34.7,595916.0,227225000.0
USA,1981,,1.812,,31559.1293373937,35.5,583070.0,229466000.0
USA,1982,,1.8275,,30696.0834358718,36.7,600149.0,231664000.0
USA,1983,,1.799,,31810.9216083487,37.3,662840.0,233792000.0
USA,1984,,1.8065,,33818.8235524677,37.3,622793.0,235825000.0
USA,1985,,1.844,,34918.1302027193,37.6,598777.0,237924000.0
USA,1986,,1.8375,,35794.8877745985,37.6,493082.0,240133000.0
USA,1987,,1.872,,36701.9453883904,37.2,480815.0,242289000.0
USA,1988,,1.934,,37889.3773472194,37.7,460778.0,244499000.0
USA,1989,,2.014,,38911.5418949927,38.2,400998.0,246819000.0
USA,1990,,2.081,55.998,39200.0658103964,38.3,1084720.0,249623000.0
USA,1991,60.58,2.0625,55.877,38637.8398159491,38.0,1202426.0,252981000.0
USA,1992,60.358,2.046,56.299,39447.9472847522,38.4,1304880.0,256514000.0
USA,1993,60.64,2.0195,56.403,40002.4762262205,40.4,1228478.0,259919000.0
USA,1994,61.469,2.0015,57.345,41106.9881841375,40.0,1179309.0,263126000.0
USA,1995,61.897,1.978,57.575,41710.8207239918,39.9,1173016.0,266278000.0
USA,1996,62.189,1.976,57.856,42783.8165710653,40.3,1141648.0,269394000.0
USA,1997,62.78,1.971,58.4,44151.6860411494,40.5,1116922.0,272657000.0
USA,1998,63.033,1.999,58.386,45596.4306860229,40.0,1225134.0,275854000.0
USA,1999,63.27,2.0075,58.551,47234.2455275781,40.0,1156311.0,279040000.0
USA,2000,63.506,2.056,58.682,48616.2546267835,40.1,1248392.0,282162411.0
USA,2001,62.746,2.0305,58.521,48597.4246130164,40.6,1312455.0,284968955.0
USA,2002,61.793,2.0205,58.351,48967.3661209521,40.4,1336518.0,287625193.0
USA,2003,61.314,2.0475,58.224,49905.5233079503,40.8,1331376.0,290107933.0
USA,2004,61.407,2.0515,57.944,51348.3473392466,40.5,1313467.0,292805298.0
USA,2005,61.742,2.057,58.04,52649.5713058632,41.3,1369224.0,295516599.0
USA,2006,62.162,2.108,58.161,53596.3152369749,41.7,1347750.0,298379912.0
USA,2007,61.99,2.12,58.085,54152.8292653448,41.1,1371353.0,301231207.0
USA,2008,61.226,2.072,58.293,53703.9628962873,41.1,1416841.0,304093966.0
USA,2009,58.412,2.002,58.055,51863.6183424227,40.8,1387306.0,306771529.0
USA,2010,57.592,1.931,57.516,52812.682985453,40.2,1594453.0,309378227.0
USA,2011,57.574,1.8945,56.997,53215.5362316915,41.2,1624033.0,311839461.0
USA,2012,58.017,1.8805,56.777,54000.8410760833,41.2,1632007.0,314339099.0
USA,2013,58.108,1.8575,56.362,54728.8601798884,40.9,1663885.0,316726282.0
USA,2014,58.595,1.8625,56.197,55665.2411167663,41.7,1672598.0,319257560.0
USA,2015,58.979,1.8435,55.938,56849.4697923159,41.5,1722127.0,321815121.0
USA,2016,59.391,1.8205,56.095,57430.8499282527,41.3,1889129.0,324353340.0
USA,2017,59.824,1.7655,56.395,58435.9707521832,41.4,1864738.0,326608609.0
USA,2018,60.153,1.7295,56.471,59817.6556796969,41.8,1764961.0,328529577.0
USA,2019,60.542,1.706,56.868,61047.9648235152,41.9,1774500.0,330226227.0
USA,2020,56.598,1.6415,55.704,59484.0335530935,40.0,329769.0,331577720.0
USA,2021,58.211,1.664,55.632,62986.6563127547,39.7,674787.0,332099760.0
USA,2022,59.539,1.6565,56.03,64198.4324880296,41.7,1319009.0,334017321.0
USA,2023,59.821,1.6165,56.602,65505.2557007675,41.8,1322668.0,336806231.0
USA,2024,59.399,,56.51,66682.6147044553,,1286132.0,340110988.0
ZAF,1960,,6.105,,3993.43679652042,,18891.0,16440172.0
ZAF,1961,,6.08,,4032.2227245037,,57728.0,16908035.0
ZAF,1962,,6.046,,4155.85711467972,,69771.0,17418522.0
ZAF,1963,,6.012,,4329.07391977209,,72844.0,17954564.0
ZAF,1964,,5.955,,4532.23430548773,,76298.0,18511361.0
ZAF,1965,,5.892,,4664.09699107786,,82514.0,19089380.0
ZAF,1966,,5.907,,4722.49942007925,,77417.0,19690087.0
ZAF,1967,,5.852,,4906.85685086378,,81932.0,20314066.0
ZAF,1968,,5.782,,4953.80064833126,,78932.0,20957287.0
ZAF,1969,,5.719,,5029.64691362757,,73225.0,21614676.0
ZAF,1970,,5.634,,5135.5615026895,,61514.0,22279984.0
ZAF,1971,,5.569,,5200.7432180827,,32961.0,22942143.0
ZAF,1972,,5.49,,5137.37692437712,,38163.0,23609456.0
ZAF,1973,,5.413,,5220.82176643606,,41125.0,24294263.0
ZAF,1974,,5.298,,5385.83133677931,,38518.0,24989108.0
ZAF,1975,,5.191,,5327.51843473453,,38809.0,25690940.0
ZAF,1976,,5.071,,5301.98639575895,,27333.0,26395450.0
ZAF,1977,,4.942,,5155.68575875517,,63739.0,27118952.0
ZAF,1978,,4.853,,5168.06930314104,,62121.0,27869507.0
ZAF,1979,,4.818,,5220.72505658187,,56323.0,28634162.0
ZAF,1980,,4.78,,5399.54067871187,,258127.0,29518857.0
ZAF,1981,,4.712,,5498.59203384975,,279985.0,30541044.0
ZAF,1982,,4.696,,5291.38261097586,,293195.0,31615339.0
ZAF,1983,,4.626,,5015.37142372166,,310172.0,32739304.0
ZAF,1984,,4.566,,5091.71936365917,,290789.0,33892788.0
ZAF,1985,,4.495,,4865.05694085787,,244940.0,35042093.0
ZAF,1986,,4.409,,4712.81869464239,,234378.0,36180515.0
ZAF,1987,,4.352,,4664.13011613961,,231009.0,37326190.0
ZAF,1988,,4.18,,4714.22284174624,,246382.0,38480649.0
ZAF,1989,,3.983,,4687.291051902,,255605.0,39628575.0
ZAF,1990,,3.724,50.189,4544.23023212165,,259718.0,40746268.0
ZAF,1991,48.118,3.618,50.234,4396.36069450543,,-39131.0,41687898.0
ZAF,1992,47.968,3.479,50.324,4225.814328485,,-71342.0,42443509.0
ZAF,1993,47.932,3.372,50.259,4193.59826135345,59.3,194977.0,43297156.0
ZAF,1994,48.062,3.258,50.368,4258.26184733408,,-268849.0,44004139.0
ZAF,1995,48.331,3.172,50.728,4337.29729686998,,-98403.0,44541554.0
ZAF,1996,48.448,2.991,51.049,4465.50649854807,,-193007.0,45123018.0
ZAF,1997,48.343,2.734,51.307,4527.04992403877,,-98181.0,45666838.0
ZAF,1998,48.044,2.63,51.416,4494.85711232358,,-82722.0,46223880.0
ZAF,1999,47.746,2.559,51.545,4552.85007973031,,-126011.0,46730335.0
ZAF,2000,47.557,2.413,51.692,4700.87555500704,57.8,-136794.0,47159719.0
ZAF,2001,47.377,2.373,51.848,4786.482450463,,-60793.0,47566800.0
ZAF,2002,47.163,2.324,52.004,4916.81498068625,,50313.0,48019415.0
ZAF,2003,46.877,2.358,52.154,5011.62223150169,,65604.0,48500348.0
ZAF,2004,46.729,2.436,52.287,5187.35683424034,,58924.0,48991421.0
ZAF,2005,46.615,2.512,52.394,5406.07581377638,64.8,31286.0,49490033.0
ZAF,2006,46.565,2.548,52.483,5650.9883176549,,33159.0,49998277.0
ZAF,2007,46.474,2.545,52.562,5891.42069421698,,36339.0,50528584.0
ZAF,2008,46.314,2.679,52.624,6009.71963138635,63.0,36869.0,51114599.0
ZAF,2009,44.402,2.501,51.283,5847.05811084505,,41528.0,51728516.0
ZAF,2010,40.8,2.445,47.036,5953.94506512821,63.4,68563.0,52344051.0
ZAF,2011,42.33,2.436,49.751,6067.12482726885,,65166.0,52995205.0
ZAF,2012,42.122,2.447,49.297,6121.55783860713,,264091.0,53782567.0
ZAF,2013,42.411,2.428,49.782,6170.87670863373,,232230.0,54678791.0
ZAF,2014,42.131,2.424,49.515,6155.00589462516,63.0,272697.0,55594838.0
ZAF,2015,43.184,2.359,51.002,6112.27382485974,,641150.0,56723537.0
ZAF,2016,42.583,2.261,51.115,6095.295060428,,-879235.0,57259551.0
ZAF,2017,42.885,2.283,52.293,6125.6920507497,,343146.0,57635162.0
ZAF,2018,42.49,2.27,51.674,6117.2701406047,,318260.0,58613001.0
ZAF,2019,41.722,2.264,52.027,6032.82972598668,,331124.0,59587885.0
ZAF,2020,38.719,2.257,48.681,5569.58483319272,,369901.0,60562381.0
ZAF,2021,36.798,2.248,49.618,5756.19549409213,,458246.0,61502603.0
ZAF,2022,37.999,2.227,50.865,5783.86090401536,,233284.0,62378410.0
ZAF,2023,39.742,2.216,52.929,5747.41965026414,,228222.0,63212384.0
ZAF,2024,39.116,,52.992,5708.96442241707,,166972.0,64007187.0
